name	category	source_db_name	source_db_version
TLR2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
IL18BP	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PI15	DRUGGABLE GENOME	HingoraniCasas	31-May-17
EMILIN1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ATRAID	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CILP	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TRPC3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PDE6H	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LRIG3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
DAB2IP	TUMOR SUPPRESSOR	GO	5-Jun-23
SLC12A6	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OR4D1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SPACA3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GALNT1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
MEP1B	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SECTM1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
FKBP10	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PSMB6	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LPAR6	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TSSK4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KCNH5	DRUGGABLE GENOME	HingoraniCasas	31-May-17
MFAP1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
EFTUD1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
DPEP3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
MAPK4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SAMD1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TRPM2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CACNG8	DRUGGABLE GENOME	HingoraniCasas	31-May-17
FBN3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SIGLEC10	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PIGK	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KCNA10	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PSMA5	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CELSR2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CREG1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
XCL1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
HMCN1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KCNH1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
S100A8	DRUGGABLE GENOME	HingoraniCasas	31-May-17
WNT9A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
C1QL2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CNGA3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ABCA12	DRUGGABLE GENOME	HingoraniCasas	31-May-17
IGSF11	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR32	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PTH2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
HSPG2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TINAGL1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ITGA10	DRUGGABLE GENOME	HingoraniCasas	31-May-17
XCL2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TUFT1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ECM1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
HCN3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
REG3G	DRUGGABLE GENOME	HingoraniCasas	31-May-17
FBLN7	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LYG1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ACKR2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ALDH1L1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
UCN2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GZMA	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CRHBP	DRUGGABLE GENOME	HingoraniCasas	31-May-17
VIP	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SLC12A9	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NLGN4X	DRUGGABLE GENOME	HingoraniCasas	31-May-17
RBMX	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OPN1MW	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NSDHL	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GABRQ	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ADAMTS16	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CXCL14	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KLHL3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TTBK1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TAAR2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TAAR6	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TAAR8	DRUGGABLE GENOME	HingoraniCasas	31-May-17
IL2RG	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GNRH1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PXDNL	DRUGGABLE GENOME	HingoraniCasas	31-May-17
RSPO2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PLIN2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NR6A1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
HABP2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LRRC4C	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PAMR1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KLHL35	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TMEM25	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KLHL1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
VEGFC	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PLBD2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CCL28	DRUGGABLE GENOME	HingoraniCasas	31-May-17
DST	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KCNK13	DRUGGABLE GENOME	HingoraniCasas	31-May-17
UHMK1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TMEM123	DRUGGABLE GENOME	HingoraniCasas	31-May-17
DSPP	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CER1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
IFNA16	DRUGGABLE GENOME	HingoraniCasas	31-May-17
RGR	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GGTLC1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ZP1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SOGA1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPHA2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ALDOA	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CNDP1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TUBA3E	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CYSLTR2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GRID2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
DMP1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
WNT3A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OBSCN	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR26	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LY96	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CYP2U1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR61	DRUGGABLE GENOME	HingoraniCasas	31-May-17
BUB1B	DRUGGABLE GENOME	HingoraniCasas	31-May-17
MCOLN2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SEMA3D	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR15	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LRRK1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
MMP21	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CXADR	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR78	DRUGGABLE GENOME	HingoraniCasas	31-May-17
VSIG4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OTOA	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CXCL13	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CDK20	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GDF6	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KCNS2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NODAL	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NPTN	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PDE6D	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NRG2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CD1D	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CD1C	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NBL1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
AGRP	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PIP	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LYPD5	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TOR2A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PKN3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
C8A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
IL34	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CACNA2D3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR153	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KCNB1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CD1A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CD1B	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CPA2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CPA5	DRUGGABLE GENOME	HingoraniCasas	31-May-17
F11R	DRUGGABLE GENOME	HingoraniCasas	31-May-17
APOA2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PSMB4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CES5A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SPON2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NPR 2.00	DRUGGABLE GENOME	HingoraniCasas	31-May-17
FNDC5	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NEK8	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PGLYRP2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SCGB3A1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CCL16	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KLHL10	DRUGGABLE GENOME	HingoraniCasas	31-May-17
HCRT	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SIGLEC11	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OR7G1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NTN3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ALDH16A1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CYP4A22	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KLHL21	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TSSK3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TM2D1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
FCAMR	DRUGGABLE GENOME	HingoraniCasas	31-May-17
S100A12	DRUGGABLE GENOME	HingoraniCasas	31-May-17
FAM19A4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PROK2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NEK10	DRUGGABLE GENOME	HingoraniCasas	31-May-17
RETNLB	DRUGGABLE GENOME	HingoraniCasas	31-May-17
FCRL4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PLSCR2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
RYK	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SLC6A20	DRUGGABLE GENOME	HingoraniCasas	31-May-17
RHO	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OTOP1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CAMP	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ETNPPL	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PRSS12	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SCRG1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
AGGF1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TPCN2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
FGF19	DRUGGABLE GENOME	HingoraniCasas	31-May-17
BPNT1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PIGR	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KCNF1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
BOLA3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PGLYRP4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
S100A9	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KBTBD8	DRUGGABLE GENOME	HingoraniCasas	31-May-17
APOA1BP	DRUGGABLE GENOME	HingoraniCasas	31-May-17
IGFBP7	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PTX3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
IL17RE	DRUGGABLE GENOME	HingoraniCasas	31-May-17
IL17RC	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CXCL1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CDCP1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CLEC3B	DRUGGABLE GENOME	HingoraniCasas	31-May-17
MFI2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GFM2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SLC6A18	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LEAP2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
IL31RA	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR85	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LMTK2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KCNV1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KDM1B	DRUGGABLE GENOME	HingoraniCasas	31-May-17
FIGF	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GDF9	DRUGGABLE GENOME	HingoraniCasas	31-May-17
BMPER	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KCNK5	DRUGGABLE GENOME	HingoraniCasas	31-May-17
DEFA5	DRUGGABLE GENOME	HingoraniCasas	31-May-17
DEFB1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR146	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CTHRC1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PRKACG	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CPA6	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TRPV6	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR101	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KBTBD6	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OXGR1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
VWA2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR176	DRUGGABLE GENOME	HingoraniCasas	31-May-17
JAM3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OPN1MW2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ILK	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OR10A5	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SERPINB8	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CLEC3A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CHRFAM7A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
BPIFB6	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CCL23	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CD3D	DRUGGABLE GENOME	HingoraniCasas	31-May-17
WNK2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
FOLR2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ENOX2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
RNASE7	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PRAP1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SCN3B	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SMPD1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TPP1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SERPINB12	DRUGGABLE GENOME	HingoraniCasas	31-May-17
B2M	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CATSPER2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CACNG2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TAC3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ISLR2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
MID1	ENZYME	HumanProteinAtlas	19.3
LALBA	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LY6D	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TMIGD2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CYB5D2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CD300C	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ABCA3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SLC3A2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TUBA1A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LAIR1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LAIR2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GGT6	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KLK11	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KLK13	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ULK4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PNOC	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KCNJ4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KLHL30	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SCGB1D1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GDNF	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OR13J1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LGALS9	DRUGGABLE GENOME	HingoraniCasas	31-May-17
RSPO1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NR0B1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
RNASE3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SDC2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OR4K15	DRUGGABLE GENOME	HingoraniCasas	31-May-17
WNT10B	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TM4SF1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GUSB	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ALCAM	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR25	DRUGGABLE GENOME	HingoraniCasas	31-May-17
VASN	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KCNG4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
COL3A1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GFM1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
JMJD7-PLA2G4B	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SIGLEC7	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KLK7	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PARM1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CXCL11	DRUGGABLE GENOME	HingoraniCasas	31-May-17
IL1RAPL1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
HTRA4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR183	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GJB1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
VPREB1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NLGN1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
MUC17	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NLGN2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GYPA	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CST1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
HTRA3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KBTBD2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TRH	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OR7G2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SMR3B	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CSN3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CLCN5	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SEMA3E	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SERPINB9	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR37	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CYTL1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OR1M1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OR8B12	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KCNG3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NETO2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LRG1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SPACA5	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CLSTN1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR82	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR34	DRUGGABLE GENOME	HingoraniCasas	31-May-17
AQP4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CYP4F22	DRUGGABLE GENOME	HingoraniCasas	31-May-17
REG3A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PRSS27	DRUGGABLE GENOME	HingoraniCasas	31-May-17
INSL5	DRUGGABLE GENOME	HingoraniCasas	31-May-17
MUCL1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
MOS	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OR4D9	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CES4A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
MRGPRF	DRUGGABLE GENOME	HingoraniCasas	31-May-17
MRGPRD	DRUGGABLE GENOME	HingoraniCasas	31-May-17
RXFP4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KCNK7	DRUGGABLE GENOME	HingoraniCasas	31-May-17
C1QA	DRUGGABLE GENOME	HingoraniCasas	31-May-17
APLN	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OR1L8	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NMUR1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ENC1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ANGPTL7	DRUGGABLE GENOME	HingoraniCasas	31-May-17
REG1B	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OR1A1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CXCR6	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SMPDL3A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
COL6A5	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR151	DRUGGABLE GENOME	HingoraniCasas	31-May-17
MMRN2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR148	DRUGGABLE GENOME	HingoraniCasas	31-May-17
DAG1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
AGR3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PEAK1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TNFRSF10D	DRUGGABLE GENOME	HingoraniCasas	31-May-17
XCR1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPRC6A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
WFIKKN2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CSPG4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TAS1R1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
MUC13	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CNP	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KLHL15	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TLR1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TLR6	DRUGGABLE GENOME	HingoraniCasas	31-May-17
FGFBP3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR149	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ZG16	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR152	DRUGGABLE GENOME	HingoraniCasas	31-May-17
NR2F1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SFN	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OR4K5	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KBTBD11	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OR4F17	DRUGGABLE GENOME	HingoraniCasas	31-May-17
DEFB103B	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KCNA2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CD163	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CD163L1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
DEFB114	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TLR10	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SLC6A19	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ATP2A2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
IL20RB	DRUGGABLE GENOME	HingoraniCasas	31-May-17
FZD4	DRUGGABLE GENOME	HingoraniCasas	31-May-17
BTC	DRUGGABLE GENOME	HingoraniCasas	31-May-17
GPR171	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CD164L2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CATSPER1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TMEM9B	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OR10P1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
DPP10	DRUGGABLE GENOME	HingoraniCasas	31-May-17
A2M	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LRRN1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KLHL38	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OR4K17	DRUGGABLE GENOME	HingoraniCasas	31-May-17
DEFB104A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
DEFB103A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
DEFB104B	DRUGGABLE GENOME	HingoraniCasas	31-May-17
DEAF1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
PVRL3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SPINK6	DRUGGABLE GENOME	HingoraniCasas	31-May-17
VN1R1	DRUGGABLE GENOME	HingoraniCasas	31-May-17
KCNG2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
AMBN	DRUGGABLE GENOME	HingoraniCasas	31-May-17
OTOS	DRUGGABLE GENOME	HingoraniCasas	31-May-17
THBD	DRUGGABLE GENOME	HingoraniCasas	31-May-17
LGALS7B	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TSSK6	DRUGGABLE GENOME	HingoraniCasas	31-May-17
SPAG11A	DRUGGABLE GENOME	HingoraniCasas	31-May-17
TUBAL3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
CPN2	DRUGGABLE GENOME	HingoraniCasas	31-May-17
ALOXE3	DRUGGABLE GENOME	HingoraniCasas	31-May-17
